inventory_id,store_id,product_id,stock_on_hand,store_name,store_city,store_location,store_open_date,year_operation
324,10,28,19,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14,11
325,10,29,12,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14,11
326,10,30,42,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14,11
327,10,31,7,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14,11
328,10,32,13,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14,11
329,10,33,12,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14,11
330,10,34,16,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14,11
331,10,35,2,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14,11
332,11,1,19,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
333,11,2,18,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
334,11,3,18,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
335,11,6,32,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
336,11,7,19,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
337,11,8,64,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
338,11,9,13,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
339,11,10,17,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
340,11,11,9,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
341,11,12,17,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
342,11,13,2,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
343,11,14,18,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
344,11,15,7,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
345,11,17,5,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
346,11,18,34,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
347,11,19,51,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
348,11,21,0,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
349,11,23,23,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
350,11,24,39,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
351,11,25,70,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
352,11,26,10,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
353,11,27,28,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
354,11,28,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
355,11,29,4,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
356,11,30,10,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
357,11,31,20,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
358,11,32,4,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
359,11,33,6,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
360,11,34,9,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,11
361,12,1,16,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
362,12,2,16,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
363,12,3,44,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
364,12,4,8,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
365,12,5,17,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
366,12,6,23,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
367,12,7,11,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
368,12,8,61,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
369,12,9,14,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
370,12,10,17,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
371,12,11,8,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
372,12,12,10,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
373,12,13,15,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
374,12,14,13,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
375,12,15,11,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
376,12,16,14,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
377,12,17,5,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
378,12,18,20,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
379,12,19,52,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
380,12,20,15,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
381,12,21,15,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
382,12,22,4,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
383,12,23,15,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
384,12,24,34,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
385,12,25,23,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
386,12,26,20,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
387,12,27,36,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
388,12,28,10,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
389,12,29,19,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
390,12,30,45,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
391,12,31,13,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
392,12,32,9,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
393,12,33,5,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
394,12,34,9,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
395,12,35,9,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,10
396,13,1,0,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
397,13,2,2,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
398,13,3,3,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
399,13,6,14,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
400,13,7,16,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
401,13,8,66,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
402,13,9,0,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
403,13,10,84,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
404,13,11,0,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
405,13,12,0,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
406,13,13,14,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
407,13,14,21,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
408,13,15,27,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
409,13,17,9,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
410,13,18,47,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
411,13,19,49,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
412,13,21,9,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
413,13,23,6,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
414,13,24,24,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
415,13,25,37,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
416,13,26,2,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
417,13,27,56,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
418,13,28,0,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
419,13,29,3,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
420,13,30,17,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
421,13,31,24,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
422,13,32,7,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
423,13,33,3,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
424,13,34,3,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,10
425,14,1,21,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
426,14,2,5,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
427,14,3,22,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
428,14,6,18,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
429,14,7,13,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
430,14,8,57,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
431,14,9,10,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
432,14,10,32,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
433,14,11,10,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
434,14,12,2,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
435,14,13,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
436,14,14,4,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
437,14,15,0,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
438,14,17,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
439,14,18,7,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
440,14,19,23,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
441,14,21,0,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
442,14,23,4,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
443,14,24,10,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
444,14,25,15,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
445,14,26,3,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
446,14,27,34,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
447,14,28,22,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
448,14,29,0,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
449,14,30,10,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
450,14,31,5,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
451,14,32,2,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
452,14,33,2,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
453,14,34,8,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,9
454,15,1,24,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
455,15,2,5,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
456,15,3,3,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
457,15,6,29,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
458,15,7,10,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
459,15,8,40,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
460,15,9,26,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
461,15,10,39,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
462,15,11,28,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
463,15,12,0,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
464,15,13,13,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
465,15,14,20,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
466,15,15,2,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
467,15,17,24,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
468,15,18,34,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
469,15,19,63,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
470,15,21,12,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
471,15,23,18,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
472,15,24,35,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
473,15,25,43,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
474,15,26,17,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
475,15,27,26,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
476,15,28,2,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
477,15,29,13,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
478,15,30,13,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
479,15,31,4,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
480,15,32,16,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
481,15,33,8,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
482,15,34,7,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,9
483,16,1,13,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
484,16,2,28,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
485,16,3,37,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
486,16,4,7,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
487,16,5,14,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
488,16,6,27,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
489,16,7,19,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
490,16,8,18,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
491,16,9,8,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
492,16,10,43,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
493,16,11,12,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
494,16,12,12,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
495,16,13,5,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
496,16,14,19,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
497,16,15,1,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
498,16,16,14,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
499,16,17,14,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
500,16,18,27,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
501,16,19,29,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
502,16,20,2,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
503,16,21,54,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
504,16,22,9,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
505,16,23,2,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
506,16,24,6,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
507,16,25,37,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
508,16,26,19,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
509,16,27,15,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
510,16,28,0,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
511,16,29,7,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
512,16,30,49,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
513,16,31,14,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
514,16,32,7,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
515,16,33,6,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
516,16,34,2,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
517,16,35,6,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,9
518,17,1,22,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
519,17,2,15,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
520,17,3,8,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
521,17,6,16,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
522,17,7,20,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
523,17,8,20,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
524,17,9,7,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
525,17,10,67,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
526,17,11,6,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
527,17,12,10,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
528,17,13,16,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
529,17,14,4,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
530,17,15,11,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
531,17,17,27,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
532,17,18,27,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
533,17,19,53,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
534,17,21,27,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
535,17,23,13,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
536,17,24,27,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
537,17,25,59,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
538,17,26,25,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
539,17,27,12,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
540,17,28,3,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
541,17,29,16,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
542,17,30,22,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
543,17,31,20,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
544,17,32,15,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
545,17,33,27,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
546,17,34,11,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,9
547,18,1,1,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
548,18,2,12,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
549,18,3,64,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
550,18,4,10,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
551,18,5,7,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
552,18,6,22,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
553,18,7,16,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
554,18,8,52,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
555,18,9,50,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
556,18,10,16,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
557,18,11,12,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
558,18,12,3,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
559,18,13,30,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
560,18,14,67,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
561,18,15,5,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
562,18,16,10,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
563,18,17,19,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
564,18,18,29,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
565,18,19,15,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
566,18,20,3,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
567,18,21,29,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
568,18,22,18,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
569,18,23,16,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
570,18,24,26,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
571,18,25,74,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
572,18,26,2,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
573,18,27,40,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
574,18,28,0,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
575,18,29,28,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
576,18,30,15,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
577,18,31,4,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
578,18,32,9,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
579,18,33,9,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
580,18,34,8,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
581,18,35,10,Maven Toys Merida 1,Merida,Downtown,2008-08-22,8
582,19,1,5,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
583,19,2,14,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
584,19,3,7,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
585,19,4,18,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
586,19,5,17,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
587,19,6,11,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
588,19,7,16,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
589,19,8,84,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
590,19,9,8,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
591,19,10,45,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
592,19,11,0,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
593,19,12,3,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
594,19,13,7,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
595,19,14,4,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
596,19,15,0,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
597,19,16,2,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
598,19,17,5,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
599,19,18,19,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
600,19,19,37,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
601,19,20,11,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
602,19,21,24,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
603,19,22,3,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
604,19,23,10,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
605,19,24,16,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
606,19,25,18,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
607,19,26,5,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
608,19,27,27,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
609,19,28,6,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
610,19,29,29,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
611,19,30,7,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
612,19,31,4,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
613,19,32,5,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
614,19,33,0,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
615,19,34,15,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
616,19,35,14,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,8
617,20,1,38,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
618,20,2,2,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
619,20,3,24,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
620,20,6,4,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
621,20,7,9,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
622,20,8,26,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
623,20,9,9,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
624,20,10,34,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
625,20,11,3,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
626,20,12,4,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
627,20,13,11,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
628,20,14,6,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
629,20,15,36,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
630,20,17,23,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
631,20,18,8,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
632,20,19,2,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
633,20,21,0,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
634,20,23,12,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
635,20,24,18,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
636,20,25,92,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
637,20,26,12,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
638,20,27,12,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
639,20,28,3,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
640,20,29,9,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
641,20,30,17,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,7
